編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPOMLSLRHNFFAX18CA,,45.93,見其他登記事項,鋼筋混凝土造,107年6月1日,五層,
RPSNMLSLJHOFFAX67CA,24,86.81,住家用,鋼筋混凝土造,83年6月1日,七層,七層
RPSNMLSLJHOFFAX67CA,24,15.88,見其他登記事項,鋼筋混凝土造,83年6月1日,七層,
RPSNMLSLJHOFFAX67CA,24,6.48,見其他登記事項,鋼筋混凝土造,83年6月1日,七層,
RPRNMLTKRHNFFAX28CA,37,79.73,住家用,鋼筋混凝土造,70年8月20日,四層,四層 電梯樓梯間
RPRNMLTKRHNFFAX28CA,37,7.08,見其他登記事項,鋼筋混凝土造,70年8月20日,四層,
RPPNMLRLRHNFFAX97CA,1,264.23,住家用,鋼筋混凝土造,106年5月8日,四層,一層 二層 三層 四層 見其他登記事項
RPQNMLSJIINFFAX27DA,22,94.64,住家用,鋼筋混凝土造,85年3月8日,十層,九層
RPQNMLSJIINFFAX27DA,22,18.50,住家用,鋼筋混凝土造,85年3月8日,十層,九層
RPQNMLSJIINFFAX27DA,22,32.76,住家用,鋼筋混凝土造,85年3月8日,十層,九層
RPQNMLSJIINFFAX27DA,22,32.69,見其他登記事項,鋼筋混凝土造,85年3月8日,十層,
RPSNMLQLRHNFFAX28DA,37,78.98,住家用,鋼筋混凝土加強磚造,70年2月16日,二層,一層 二層 電梯樓梯間
RPRNMLSLJHOFFAX57CA,26,90.26,住家用,鋼筋混凝土加強磚造,81年9月3日,三層,一層 二層 三層
RPTOMLSLRHNFFAX68DA,21,205.26,住家用,鋼筋混凝土造,87年2月23日,三層,一層 二層 三層
RPQNMLPKIINFFAX96CA,22,25.06,見其他登記事項,鋼筋混凝土造,85年8月28日,十二層,四層
RPQNMLPKIINFFAX96CA,22,8.89,見其他登記事項,鋼筋混凝土造,85年8月28日,十二層,
RPRNMLSLRHNFFAX28CA,1,298.03,住家用,鋼筋混凝土造,106年7月5日,三層,一層 二層 三層 見其他登記事項
RPSNMLLJIINFFAX76DA,24,192.47,住家用,鋼筋混凝土造,83年5月25日,三層,一層 二層 三層 電梯樓梯間
RPPNMLPKIINFFAX86CA,22,26.39,見其他登記事項,鋼筋混凝土造,85年8月28日,十二層,四層
RPPNMLPKIINFFAX86CA,22,8.89,見其他登記事項,鋼筋混凝土造,85年8月28日,十二層,
RPRNMLRKIINFFAX27CA,18,125.75,住家用,加強磚造,90年2月2日,一層,一層
RPPNMLPJIINFFAX76CA,50,240.93,住商用,鋼筋混凝土加強空心磚造,57年7月5日,三層,一層 二層 三層
RPPNMLPJIINFFAX76CA,50,74.36,住商用,鋼筋混凝土加強空心磚造,57年7月5日,二層,一層 二層
RPVNMLQLIINFFAX67CA,23,109.67,住家用,鋼筋混凝土造,84年5月30日,四層,四層 夾層
RPVNMLQLIINFFAX67CA,23,19.12,見其他登記事項,鋼筋混凝土造,84年5月30日,四層,
RPUNMLLJIINFFAX86CA,1,272.11,住商用,鋼筋混凝土造,106年6月2日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLMJIINFFAX66CA,19,209.25,住家用,鋼筋混凝土造,88年7月7日,三層,一層 二層 三層 電梯樓梯間
RPRNMLOJIINFFAX86CA,40,67.12,住商用,鋼筋混凝土造,67年8月2日,三層,一層 二層 三層 地下層
RPTNMLQLIINFFAX47CA,21,96.01,住家用,鋼筋混凝土造,86年3月20日,七層,四層
RPTNMLQLIINFFAX47CA,21,31.24,住家用,鋼筋混凝土造,86年3月20日,七層,
RPQNMLLKIINFFAX76EA,39,68.32,住家用,鋼筋混凝土加強磚造,68年11月5日,二層,一層 二層 電梯樓梯間
RPPNMLTJIINFFAX17CA,,317.24,住家用,鋼筋混凝土造,107年8月27日,三層,一層 二層 三層 見其他登記事項
RPUNMLSKIINFFAX67CA,20,203.33,住家用,鋼筋混凝土造,87年7月2日,三層,一層 二層 三層 電梯樓梯間
RPRNMLLKIINFFAX66CA,25,117.95,住家用,鋼筋混凝土造,82年8月31日,七層,四層
RPRNMLLKIINFFAX66CA,25,34.34,見其他登記事項,鋼筋混凝土造,82年8月31日,七層,
RPPNMLTKIINFFAX27CA,22,108.85,住家用,鋼筋混凝土造,85年8月28日,十二層,三層
RPPNMLTKIINFFAX27CA,22,37.16,見其他登記事項,鋼筋混凝土造,85年8月28日,十二層,
RPPNMLLKIINFFAX09CA,34,145.80,住商用,鋼筋混凝土造,73年4月11日,三層,一層 二層 三層 電梯樓梯間 地下層
RPRNMLMLIINFFAX86CA,16,105.37,住家用,加強磚造,92年2月6日,二層,一層 二層
RPQNMLSKIINFFAX37DA,24,89.92,住家用,鋼筋混凝土造,83年12月27日,三層,
RPTNMLPJJINFFAX27CA,63,4.95,住家用,見其他登記事項,45年1月1日,一層,
RPUNMLQLIINFFAX57CA,22,250.62,住家用,鋼筋混凝土造,85年3月28日,三層,一層 二層 三層 電梯樓梯間 夾層
RPPNMLMLIINFFAX76DA,18,178.89,住家用,鋼筋混凝土造,89年5月6日,三層,一層 二層 三層
RPQNMLPLIINFFAX17DA,37,78.72,住家用,鋼筋混凝土加強磚造,70年1月12日,二層,一層 二層
RPPNMLTLIINFFAX37CA,12,101.58,見其他登記事項,鋼筋混凝土造,95年7月10日,十四層,十四層
RPPNMLTLIINFFAX37CA,12,71.69,共用部份,鋼筋混凝土造,95年7月10日,十四層,
RPSNMLLMIINFFAX07DA,,142.32,住家用,見其他登記事項,,一層,一層
RPRNMLRJJINFFAX27CA,9,143.09,住商用,鋼筋混凝土造,99年3月22日,三層,一層 二層 三層 電梯樓梯間
RPPNMLKMIINFFAX56CA,13,83.11,住家用,加強磚造,95年1月2日,二層,一層 二層
RPSNMLLJJINFFAX86DA,,621.40,住家用,鋼筋混凝土造,107年7月3日,四層,一層 二層 三層 四層 見其他登記事項
RPPNMLRJJINFFAX07CA,23,51.36,住家用,鋼筋混凝土造,85年2月15日,十層,三層
RPPNMLRJJINFFAX07CA,23,5.37,住家用,鋼筋混凝土造,85年2月15日,十層,
RPPNMLRJJINFFAX07CA,23,21.90,見其他登記事項,鋼筋混凝土造,85年2月15日,十層,
RPSNMLPJJINFFAX17CA,36,103.46,住家用,鋼筋混凝土加強磚造,71年12月11日,二層,一層 二層 電梯樓梯間
RPQNMLLJJINFFAX66DA,35,95.00,住家用,鋼筋混凝土加強磚造,72年4月20日,二層,一層 二層 電梯樓梯間
RPPNMLNJJINFFAX76DA,,278.80,住家用,鋼筋混凝土造,107年7月3日,四層,一層 二層 三層 四層
RPPNMLMKJINFFAX66CA,11,319.37,住商用,鋼筋混凝土造,97年1月22日,四層,一層 二層 三層 四層 見其他登記事項
