編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLOKQHMFFCT77CA,24,131.89,住家用,鋼筋混凝土造,82年6月15日,三層,一層 二層 三層
RPWOMLLMQHMFFDT97CA,45,131.20,店舖、住宅,加強磚造,62年1月1日,二層,一層 二層
RPTOMLPKQHMFFAT57CA,24,184.65,見其他登記事項,鋼筋混凝土造,82年8月12日,八層,五層
RPTOMLPKQHMFFAT57CA,24,64.17,見其他登記事項,鋼筋混凝土造,82年8月12日,八層,
RPVNMLRKQHMFFCT08CA,39,35.20,住商用,加強磚造,67年11月16日,二層,一層 二層 騎樓
RPVNMLRKQHMFFCT08CA,39,35.20,住商用,加強磚造,67年11月16日,二層,一層 二層 騎樓
RPVNMLRKQHMFFCT08CA,39,35.20,住商用,加強磚造,67年11月16日,二層,一層 二層 騎樓
RPSNMLLLQHMFFCT27CA,16,193.28,住家用,鋼筋混凝土造,90年10月3日,四層,一層 二層 三層 四層
RPUNMLPKQHMFFAT57CA,41,73.60,住家用,鋼筋混凝土加強磚造,65年5月4日,二層,一層 二層
RPVNMLMLQHMFFAT47CA,33,98.70,住家用,加強磚造,73年5月15日,二層,一層 二層
RPROMLOLQHMFFAT37CA,22,98.22,住家用,鋼筋混凝土造,84年5月16日,九層,五層
RPROMLOLQHMFFAT37CA,22,38.12,見其他登記事項,鋼筋混凝土造,84年5月16日,九層,
RPRNMLOKQHMFFDT47CA,23,146.21,住宅,鋼筋混凝土造,83年11月16日,三層,一層 二層 三層
RPROMLOKQHMFFAT27CA,,240.02,住家用,鋼筋混凝土造,106年5月16日,三層,一層 二層 三層 屋頂突出物
RPSOMLLMQHMFFAT27CA,25,134.22,住家用,鋼筋混凝土造,81年3月9日,八層,七層
RPSOMLLMQHMFFAT27CA,25,42.44,見其他登記事項,鋼筋混凝土造,81年3月31日,八層,
RPRNMLKMQHMFFAT96CA,18,92.34,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,三層
RPRNMLKMQHMFFAT96CA,18,29.77,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPXOMLTLQHMFFAT48CA,18,91.81,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,二層
RPXOMLTLQHMFFAT48CA,18,28.81,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPPPMLSKQHMFFAT57CA,11,236.32,住家用,鋼筋混凝土造,95年9月28日,三層,一層 二層 三層
RPTOMLSKQHMFFAT87CA,5,205.26,住商用,鋼筋混凝土造,101年2月9日,三層,一層 二層 三層 屋頂突出物 騎樓
RPVNMLSLQHMFFAT08CA,7,199.79,住家用,鋼筋混凝土造,99年9月2日,三層,一層 二層 三層
RPVNMLPKQHMFFAT67CA,1,200.00,住家用,鋼筋混凝土造,106年1月18日,三層,一層 二層 三層 屋頂突出物
RPOOMLSKQHMFFAT37CA,2,185.55,住商用,鋼筋混凝土造,104年11月2日,四層,一層 二層 三層 四層 騎樓
RPUOMLPKQHMFFAT67CA,,203.57,住家用,鋼筋混凝土造,106年3月28日,三層,一層 二層 三層 屋頂突出物
RPSNMLOJRHMFFBT37CA,38,92.40,見其他登記事項,加強磚造,68年3月15日,二層,一層 二層
RPROMLQKQHMFFAT47CA,41,110.80,住商用,鋼筋混凝土加強磚造,65年9月13日,二層,一層 二層 騎樓
